PFAM_ID,DUF_ID,DUF_Name,Name of the DUF,Species,SCOPe Superfamily,SCOPe Family,Pathway,Chain ID ,PDB_ID
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,J,1s3q
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,K,1s3q
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,L,1s3q
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,A,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,B,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,C,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,D,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,E,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,F,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,G,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,H,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,I,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,J,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,K,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,L,5ls9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,A,5v5k
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,B,5v5k
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,C,5v5k
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,D,5v5k
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,E,5v5k
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,F,5v5k
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,G,5v5k
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,H,5v5k
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,A,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,B,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,C,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,D,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,E,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,F,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,G,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,H,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,I,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,J,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,K,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Archaeoglobus fulgidus,a.25.1(10-227),,Electron Transport Chain,L,1sq3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus anthracis,a.25.1(10-227),,Electron Transport Chain,A,6qo7
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus anthracis,a.25.1(10-227),,Electron Transport Chain,B,6qo7
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus anthracis,a.25.1(10-227),,Electron Transport Chain,A,6qo8
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus anthracis,a.25.1(10-227),,Electron Transport Chain,B,6qo8
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus anthracis,a.25.1(10-227),,Electron Transport Chain,A,6tqv
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus anthracis,a.25.1(10-227),,Electron Transport Chain,B,6tqv
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus anthracis,a.25.1(10-227),,Electron Transport Chain,,6tqw
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus cereus,a.25.1(10-227),,Electron Transport Chain,,4bmo
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus cereus,a.25.1(10-227),,Electron Transport Chain,,4bmp
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus cereus,a.25.1(10-227),,Electron Transport Chain,,4bmq
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus cereus,a.25.1(10-227),,Electron Transport Chain,,4bmr
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus cereus,a.25.1(10-227),,Electron Transport Chain,,4bmt
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus cereus,a.25.1(10-227),,Electron Transport Chain,,4bmu
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus halodurans,a.25.1(10-227),,Electron Transport Chain,,2rcc
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus subtilis,a.25.1(10-227),,Electron Transport Chain,,2chp
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Bacillus subtilis,a.25.1(10-227),,Electron Transport Chain,,4dr0
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Brucella melitensis,a.25.1(10-227),,Electron Transport Chain,,3fvb
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Campylobacter jejuni ,a.25.1(10-227),,Electron Transport Chain,,3kwo
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Chaetopterus variopedatus,a.25.1(10-227),,Electron Transport Chain,,5wpn
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Chlorobaculum tepidum,a.25.1(10-227),,Electron Transport Chain,,4cmy
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Clostridium botulinum,a.25.1(10-227),,Electron Transport Chain,,6zjk
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Crassostrea gigas,a.25.1(10-227),,Electron Transport Chain,,6lij
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Deinococcus radiodurans,a.25.1(10-227),,Electron Transport Chain,,2f7n
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Deinococcus radiodurans,a.25.1(10-227),,Electron Transport Chain,,2c2f
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Deinococcus radiodurans,a.25.1(10-227),,Electron Transport Chain,,2c2u
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Dendrorhynchus sinensis,a.25.1(10-227),,Electron Transport Chain,,7emk
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Gloeobacter violaceus ,a.25.1(10-227),,Electron Transport Chain,,5uwz
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Haliangium ochraceum,a.25.1(10-227),,Electron Transport Chain,,5n5f
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Helicobacter cinaedi ,a.25.1(10-227),,Electron Transport Chain,,5lbh
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Helicobacter pylori,a.25.1(10-227),,Electron Transport Chain,,5u1a
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Helicobacter pylori,a.25.1(10-227),,Electron Transport Chain,,5u1b
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,2vux
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,4zjk
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,5jkk
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,5jkl
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,5jkm
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,5n26
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,5n27
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,5xb1
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,5yi5
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,7ck8
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,7ck9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,7k3v
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Human (Homo sapiens),a.25.1(10-227),,Electron Transport Chain,,7k3w
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Kineococcus radiotolerans,a.25.1(10-227),,Electron Transport Chain,,4a25
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Kuruma prawn (Marsupenaeus japonicus) ,a.25.1(10-227),,Electron Transport Chain,,6a4u
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Kuruma prawn (Marsupenaeus japonicus) ,a.25.1(10-227),,Electron Transport Chain,,7dqp
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Kuruma prawn (Marsupenaeus japonicus) ,a.25.1(10-227),,Electron Transport Chain,,7ek4
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Kuruma prawn (Marsupenaeus japonicus) ,a.25.1(10-227),,Electron Transport Chain,,7ek5
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Kuruma prawn (Marsupenaeus japonicus) ,a.25.1(10-227),,Electron Transport Chain,,7ek7
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Leptolyngbya sp,a.25.1(10-227),,Electron Transport Chain,,6lkp
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Microbacterium arborescens,a.25.1(10-227),,Electron Transport Chain,,2yjj
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Microbacterium arborescens,a.25.1(10-227),,Electron Transport Chain,,2yjk
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mouse (Mus musculus),a.25.1(10-227),,Electron Transport Chain,,3wnw
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mouse (Mus musculus),a.25.1(10-227),,Electron Transport Chain,,7a4m
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,2z90
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,3b3h
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,3bkn
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,4m32
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,4m33
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,4m34
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,4m35
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,5ww3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,5ww4
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,5ww5
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,5ww6
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,5ww7
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,5ww8
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium smegmatis,a.25.1(10-227),,Electron Transport Chain,,5ww9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium tuberculosis,a.25.1(10-227),,Electron Transport Chain,,3qd8
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium tuberculosis,a.25.1(10-227),,Electron Transport Chain,,3uof
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium tuberculosis,a.25.1(10-227),,Electron Transport Chain,,3uoi
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium tuberculosis,a.25.1(10-227),,Electron Transport Chain,,3oj5
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium tuberculosis ,a.25.1(10-227),,Electron Transport Chain,,2wtl
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium tuberculosis ,a.25.1(10-227),,Electron Transport Chain,,3qb9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycobacterium tuberculosis ,a.25.1(10-227),,Electron Transport Chain,,7o6e
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Mycoplasma penetrans,a.25.1(10-227),,Electron Transport Chain,,7die
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Nostoc punctiforme ,a.25.1(10-227),,Electron Transport Chain,,5hjf
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Nostoc punctiforme ,a.25.1(10-227),,Electron Transport Chain,,5hjh
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Nostoc punctiforme ,a.25.1(10-227),,Electron Transport Chain,,5i4j
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Oncorhynchus kisutch,a.25.1(10-227),,Electron Transport Chain,,6lk9
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6kh0
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6kh3
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6kh4
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6kh5
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6lbc
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6lbd
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6lru
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6lrv
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6lrw
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6lrx
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,6ls2
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,7cpc
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,7cpi
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Penaeus japonicus ,a.25.1(10-227),,Electron Transport Chain,,7dqo
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Pseudo-nitzschia multiseries,a.25.1(10-227),,Electron Transport Chain,,4zkh
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Pseudo-nitzschia multiseries,a.25.1(10-227),,Electron Transport Chain,,4zkw
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Pseudo-nitzschia multiseries,a.25.1(10-227),,Electron Transport Chain,,4zkx
,DUF455,Protein of unknown function (DUF455),(1) Ferritin-like [a.25],Pseudo-nitzschia multiseries,a.25.1(10-227),,Electron Transport Chain,,4zl5
